city,state,for_sale_last_modified,sold_last_modified
Anchorage,AK,2/21/2021 14:21,2/21/2021 14:23
Juneau,AK,2/21/2021 14:21,2/21/2021 14:23
Fairbanks,AK,2/21/2021 14:21,2/21/2021 14:23
Badger,AK,2/7/2021 7:55,2/21/2021 14:23
Knik-Fairview,AK,2/7/2021 7:55,2/21/2021 14:23
College,AK,2/7/2021 7:55,2/21/2021 14:23
Tanaina,AK,2/7/2021 7:55,2/21/2021 14:23
Lakes,AK,2/7/2021 7:55,1/1/2019 0:00
Wasilla,AK,2/7/2021 7:55,1/1/2019 0:00
Sitka,AK,2/7/2021 7:55,1/1/2019 0:00
Kalifornsky,AK,2/7/2021 7:55,1/1/2019 0:00
Ketchikan,AK,2/7/2021 7:55,1/1/2019 0:00
Meadow Lakes,AK,2/7/2021 7:55,1/1/2019 0:00
Kenai,AK,2/7/2021 7:55,1/1/2019 0:00
Steele Creek,AK,2/7/2021 7:55,1/1/2019 0:00
Palmer,AK,2/7/2021 7:55,1/1/2019 0:00
Gateway,AK,2/7/2021 7:55,1/1/2019 0:00
Fishhook,AK,2/7/2021 7:55,1/1/2019 0:00
Bethel,AK,2/7/2021 7:55,1/1/2019 0:00
Chena Ridge,AK,2/7/2021 7:55,1/1/2019 0:00
Kodiak,AK,2/7/2021 7:55,1/1/2019 0:00
Homer,AK,2/7/2021 7:55,1/1/2019 0:00
Farmers Loop,AK,2/7/2021 7:55,1/1/2019 0:00
Sterling,AK,2/7/2021 7:55,1/1/2019 0:00
Birmingham,AL,2/4/2021 17:03,1/1/2019 0:00
Montgomery,AL,2/4/2021 17:03,1/1/2019 0:00
Huntsville,AL,2/4/2021 17:03,1/1/2019 0:00
Mobile,AL,2/4/2021 17:03,1/1/2019 0:00
Tuscaloosa,AL,2/4/2021 17:03,1/1/2019 0:00
Hoover,AL,2/4/2021 17:03,1/1/2019 0:00
Dothan,AL,2/4/2021 17:03,1/1/2019 0:00
Auburn,AL,2/4/2021 17:03,1/1/2019 0:00
Decatur,AL,2/4/2021 17:03,1/1/2019 0:00
Madison,AL,2/7/2021 7:55,1/1/2019 0:00
Florence,AL,2/7/2021 7:55,1/1/2019 0:00
Phenix City,AL,2/7/2021 7:55,1/1/2019 0:00
Prattville,AL,2/7/2021 8:11,1/1/2019 0:00
Gadsden,AL,2/7/2021 8:11,1/1/2019 0:00
Vestavia Hills,AL,2/7/2021 8:11,1/1/2019 0:00
Alabaster,AL,2/7/2021 8:11,1/1/2019 0:00
Opelika,AL,2/7/2021 8:11,1/1/2019 0:00
Enterprise,AL,2/7/2021 8:11,1/1/2019 0:00
Bessemer,AL,2/7/2021 8:11,1/1/2019 0:00
Athens,AL,2/7/2021 8:11,1/1/2019 0:00
Daphne,AL,2/7/2021 8:11,1/1/2019 0:00
Northport,AL,2/7/2021 8:11,1/1/2019 0:00
Homewood,AL,2/7/2021 8:11,1/1/2019 0:00
Pelham,AL,2/7/2021 8:11,1/1/2019 0:00
Trussville,AL,2/7/2021 8:11,1/1/2019 0:00
Prichard,AL,2/7/2021 8:11,1/1/2019 0:00
Anniston,AL,2/7/2021 8:11,1/1/2019 0:00
Albertville,AL,2/7/2021 8:11,1/1/2019 0:00
Oxford,AL,2/7/2021 8:11,1/1/2019 0:00
Fairhope,AL,2/7/2021 8:11,1/1/2019 0:00
Mountain Brook,AL,2/7/2021 8:11,1/1/2019 0:00
Troy,AL,2/7/2021 8:11,1/1/2019 0:00
Foley,AL,2/7/2021 8:11,1/1/2019 0:00
Helena,AL,2/7/2021 8:11,1/1/2019 0:00
Selma,AL,2/7/2021 8:11,1/1/2019 0:00
Tillmans Corner,AL,2/7/2021 8:11,1/1/2019 0:00
Center Point,AL,2/7/2021 8:11,1/1/2019 0:00
Cullman,AL,2/7/2021 8:11,1/1/2019 0:00
Millbrook,AL,2/7/2021 8:11,1/1/2019 0:00
Hueytown,AL,2/7/2021 8:11,1/1/2019 0:00
Talladega,AL,2/7/2021 8:11,1/1/2019 0:00
Scottsboro,AL,2/7/2021 8:11,1/1/2019 0:00
Alexander City,AL,2/7/2021 8:11,1/1/2019 0:00
Hartselle,AL,2/7/2021 8:11,1/1/2019 0:00
Ozark,AL,2/7/2021 8:11,1/1/2019 0:00
Saraland,AL,2/7/2021 8:11,1/1/2019 0:00
Fort Payne,AL,2/7/2021 8:11,1/1/2019 0:00
Muscle Shoals,AL,2/7/2021 8:11,1/1/2019 0:00
Gardendale,AL,2/7/2021 8:11,1/1/2019 0:00
Calera,AL,2/7/2021 8:11,1/1/2019 0:00
Pell City,AL,2/7/2021 8:11,1/1/2019 0:00
Jasper,AL,2/7/2021 8:11,1/1/2019 0:00
Chelsea,AL,2/7/2021 8:11,1/1/2019 0:00
Moody,AL,2/7/2021 8:11,1/1/2019 0:00
Jacksonville,AL,2/7/2021 8:11,1/1/2019 0:00
Irondale,AL,2/7/2021 8:11,1/1/2019 0:00
Leeds,AL,2/7/2021 8:11,1/1/2019 0:00
Gulf Shores,AL,2/7/2021 8:11,1/1/2019 0:00
Sylacauga,AL,2/7/2021 8:11,1/1/2019 0:00
Eufaula,AL,2/7/2021 8:11,1/1/2019 0:00
Fairfield,AL,2/7/2021 8:11,1/1/2019 0:00
Saks,AL,2/7/2021 8:11,1/1/2019 0:00
Clay,AL,2/7/2021 8:11,1/1/2019 0:00
Russellville,AL,2/7/2021 8:11,1/1/2019 0:00
Pleasant Grove,AL,2/7/2021 8:11,1/1/2019 0:00
Rainbow City,AL,2/7/2021 8:11,1/1/2019 0:00
Atmore,AL,2/7/2021 8:11,1/1/2019 0:00
Meadowbrook,AL,2/7/2021 8:11,1/1/2019 0:00
Pike Road,AL,2/7/2021 8:11,1/1/2019 0:00
Valley,AL,2/7/2021 8:11,1/1/2019 0:00
Boaz,AL,2/7/2021 8:11,1/1/2019 0:00
Fultondale,AL,2/7/2021 8:11,1/1/2019 0:00
Bay Minette,AL,2/7/2021 8:11,1/1/2019 0:00
Sheffield,AL,2/7/2021 8:11,1/1/2019 0:00
Forestdale,AL,2/7/2021 8:11,1/1/2019 0:00
Southside,AL,2/7/2021 8:11,1/1/2019 0:00
Andalusia,AL,2/7/2021 8:11,1/1/2019 0:00
Clanton,AL,2/7/2021 8:11,1/1/2019 0:00
Spanish Fort,AL,2/7/2021 8:11,1/1/2019 0:00
Tuskegee,AL,2/7/2021 8:11,1/1/2019 0:00
Guntersville,AL,2/7/2021 8:11,1/1/2019 0:00
Tuscumbia,AL,2/7/2021 8:11,1/1/2019 0:00
Arab,AL,2/7/2021 8:11,1/1/2019 0:00
Wetumpka,AL,2/7/2021 8:11,1/1/2019 0:00
Greenville,AL,2/7/2021 8:11,1/1/2019 0:00
Brook Highland,AL,2/7/2021 8:11,1/1/2019 0:00
Pinson,AL,2/7/2021 8:11,1/1/2019 0:00
Meridianville,AL,2/7/2021 8:11,1/1/2019 0:00
Moores Mill,AL,2/7/2021 8:11,1/1/2019 0:00
Demopolis,AL,2/7/2021 8:11,1/1/2019 0:00
Montevallo,AL,2/7/2021 8:11,1/1/2019 0:00
Hamilton,AL,2/7/2021 8:11,1/1/2019 0:00
Lincoln,AL,2/7/2021 8:11,1/1/2019 0:00
Oneonta,AL,2/7/2021 8:11,1/1/2019 0:00
Robertsdale,AL,2/7/2021 8:11,1/1/2019 0:00
Opp,AL,2/7/2021 8:11,1/1/2019 0:00
Theodore,AL,2/7/2021 8:11,1/1/2019 0:00
Lanett,AL,2/7/2021 8:11,1/1/2019 0:00
Grayson Valley,AL,2/7/2021 8:11,1/1/2019 0:00
Tarrant,AL,2/7/2021 8:11,1/1/2019 0:00
Satsuma,AL,2/7/2021 8:11,1/1/2019 0:00
Orange Beach,AL,2/7/2021 8:11,1/1/2019 0:00
Roanoke,AL,2/7/2021 8:11,1/1/2019 0:00
Monroeville,AL,2/7/2021 8:11,1/1/2019 0:00
Attalla,AL,2/7/2021 8:11,1/1/2019 0:00
Harvest,AL,2/7/2021 8:11,1/1/2019 0:00
Chickasaw,AL,2/7/2021 8:11,1/1/2019 0:00
Highland Lakes,AL,2/7/2021 8:11,1/1/2019 0:00
Smiths Station,AL,2/7/2021 8:11,1/1/2019 0:00
Semmes,AL,2/7/2021 8:19,1/1/2019 0:00
Brewton,AL,2/7/2021 8:19,1/1/2019 0:00
Daleville,AL,2/7/2021 8:19,1/1/2019 0:00
Midfield,AL,2/7/2021 8:19,1/1/2019 0:00
Glencoe,AL,2/7/2021 8:19,1/1/2019 0:00
Rainsville,AL,2/7/2021 8:19,1/1/2019 0:00
Little Rock,AR,2/5/2021 7:30,1/1/2019 0:00
Fort Smith,AR,2/5/2021 7:30,1/1/2019 0:00
Fayetteville,AR,2/5/2021 7:30,1/1/2019 0:00
Springdale,AR,2/5/2021 7:30,1/1/2019 0:00
Jonesboro,AR,2/5/2021 7:30,1/1/2019 0:00
Rogers,AR,2/5/2021 7:30,1/1/2019 0:00
Conway,AR,2/5/2021 7:30,1/1/2019 0:00
North Little Rock,AR,2/5/2021 7:30,1/1/2019 0:00
Bentonville,AR,2/7/2021 8:22,1/1/2019 0:00
Pine Bluff,AR,2/7/2021 8:22,1/1/2019 0:00
Hot Springs,AR,2/7/2021 8:22,1/1/2019 0:00
Benton,AR,2/7/2021 8:22,1/1/2019 0:00
Sherwood,AR,2/7/2021 8:22,1/1/2019 0:00
Texarkana,AR,2/7/2021 8:22,1/1/2019 0:00
Russellville,AR,2/7/2021 8:22,1/1/2019 0:00
Paragould,AR,2/7/2021 8:22,1/1/2019 0:00
Bella Vista,AR,2/7/2021 8:22,1/1/2019 0:00
Jacksonville,AR,2/7/2021 8:22,1/1/2019 0:00
Cabot,AR,2/7/2021 8:22,1/1/2019 0:00
West Memphis,AR,2/7/2021 8:22,1/1/2019 0:00
Searcy,AR,2/7/2021 8:22,1/1/2019 0:00
Van Buren,AR,2/7/2021 8:22,1/1/2019 0:00
Bryant,AR,2/7/2021 8:22,1/1/2019 0:00
Maumelle,AR,2/7/2021 8:22,1/1/2019 0:00
El Dorado,AR,2/7/2021 8:22,1/1/2019 0:00
Siloam Springs,AR,2/7/2021 8:22,1/1/2019 0:00
Hot Springs Village,AR,2/7/2021 8:22,1/1/2019 0:00
Forrest City,AR,2/7/2021 8:22,1/1/2019 0:00
Centerton,AR,2/7/2021 8:22,1/1/2019 0:00
Blytheville,AR,2/7/2021 8:22,1/1/2019 0:00
Harrison,AR,2/7/2021 8:22,1/1/2019 0:00
Marion,AR,2/7/2021 8:22,1/1/2019 0:00
Mountain Home,AR,2/7/2021 8:22,1/1/2019 0:00
Magnolia,AR,2/7/2021 8:22,1/1/2019 0:00
Camden,AR,2/7/2021 8:22,1/1/2019 0:00
Malvern,AR,2/7/2021 8:22,1/1/2019 0:00
Helena-West Helena,AR,2/7/2021 8:22,1/1/2019 0:00
Batesville,AR,2/7/2021 8:22,1/1/2019 0:00
Arkadelphia,AR,2/7/2021 8:22,1/1/2019 0:00
Hope,AR,2/7/2021 8:22,1/1/2019 0:00
Clarksville,AR,2/7/2021 8:22,1/1/2019 0:00
Monticello,AR,2/7/2021 8:22,1/1/2019 0:00
Greenwood,AR,2/7/2021 8:22,1/1/2019 0:00
Lowell,AR,2/7/2021 8:22,1/1/2019 0:00
Stuttgart,AR,2/7/2021 8:22,1/1/2019 0:00
Beebe,AR,2/7/2021 8:22,1/1/2019 0:00
Wynne,AR,2/7/2021 8:22,1/1/2019 0:00
Newport,AR,2/7/2021 8:22,1/1/2019 0:00
Trumann,AR,2/7/2021 8:22,1/1/2019 0:00
Heber Springs,AR,2/7/2021 8:22,1/1/2019 0:00
Farmington,AR,2/7/2021 8:22,1/1/2019 0:00
Osceola,AR,2/7/2021 8:22,1/1/2019 0:00
Morrilton,AR,2/7/2021 8:22,1/1/2019 0:00
De Queen,AR,2/7/2021 8:22,1/1/2019 0:00
Pocahontas,AR,2/7/2021 8:22,1/1/2019 0:00
East End,AR,2/7/2021 8:22,1/1/2019 0:00
Prairie Grove,AR,2/7/2021 8:22,1/1/2019 0:00
Alma,AR,2/7/2021 8:22,1/1/2019 0:00
Pea Ridge,AR,2/7/2021 8:22,1/1/2019 0:00
Warren,AR,2/7/2021 8:22,1/1/2019 0:00
Mena,AR,2/7/2021 8:22,1/1/2019 0:00
Greenbrier,AR,2/7/2021 8:22,1/1/2019 0:00
Berryville,AR,2/7/2021 8:22,1/1/2019 0:00
Walnut Ridge,AR,2/7/2021 8:22,1/1/2019 0:00
White Hall,AR,2/7/2021 8:22,1/1/2019 0:00
Ward,AR,2/7/2021 8:22,1/1/2019 0:00
Phoenix,AZ,2/4/2021 17:03,1/1/2019 0:00
Tucson,AZ,2/4/2021 17:03,1/1/2019 0:00
Mesa,AZ,2/4/2021 17:03,1/1/2019 0:00
Chandler,AZ,2/4/2021 17:03,1/1/2019 0:00
Scottsdale,AZ,2/4/2021 17:03,1/1/2019 0:00
Glendale,AZ,2/4/2021 17:03,1/1/2019 0:00
Gilbert,AZ,2/4/2021 17:03,1/1/2019 0:00
Tempe,AZ,2/4/2021 17:03,1/1/2019 0:00
Peoria,AZ,2/4/2021 17:03,1/1/2019 0:00
Surprise,AZ,2/4/2021 17:03,1/1/2019 0:00
San Tan Valley,AZ,2/4/2021 17:03,1/1/2019 0:00
Yuma,AZ,2/4/2021 17:03,1/1/2019 0:00
Avondale,AZ,2/4/2021 17:03,1/1/2019 0:00
Goodyear,AZ,2/4/2021 17:03,1/1/2019 0:00
Flagstaff,AZ,2/4/2021 17:03,1/1/2019 0:00
Casas Adobes,AZ,2/4/2021 17:03,1/1/2019 0:00
Buckeye,AZ,2/4/2021 17:03,1/1/2019 0:00
Casa Grande,AZ,2/4/2021 17:03,1/1/2019 0:00
Lake Havasu City,AZ,2/4/2021 17:03,1/1/2019 0:00
Catalina Foothills,AZ,2/4/2021 17:03,1/1/2019 0:00
Maricopa,AZ,2/7/2021 8:22,1/1/2019 0:00
Marana,AZ,2/7/2021 8:22,1/1/2019 0:00
Oro Valley,AZ,2/7/2021 8:22,1/1/2019 0:00
Prescott Valley,AZ,2/7/2021 8:22,1/1/2019 0:00
Sierra Vista,AZ,2/7/2021 8:22,1/1/2019 0:00
Queen Creek,AZ,2/7/2021 8:22,1/1/2019 0:00
Prescott,AZ,2/7/2021 8:22,1/1/2019 0:00
Apache Junction,AZ,2/7/2021 8:22,1/1/2019 0:00
Bullhead City,AZ,2/7/2021 8:22,1/1/2019 0:00
Sun City,AZ,2/7/2021 8:22,1/1/2019 0:00
El Mirage,AZ,2/7/2021 8:22,1/1/2019 0:00
San Luis,AZ,2/7/2021 8:22,1/1/2019 0:00
Fortuna Foothills,AZ,2/7/2021 8:22,1/1/2019 0:00
Sahuarita,AZ,2/7/2021 8:22,1/1/2019 0:00
Kingman,AZ,2/7/2021 8:22,1/1/2019 0:00
Drexel Heights,AZ,2/7/2021 8:22,1/1/2019 0:00
Florence,AZ,2/7/2021 8:22,1/1/2019 0:00
Sun City West,AZ,2/7/2021 8:22,1/1/2019 0:00
Fountain Hills,AZ,2/7/2021 8:22,1/1/2019 0:00
Anthem,AZ,2/7/2021 8:22,1/1/2019 0:00
Green Valley,AZ,2/7/2021 8:22,1/1/2019 0:00
Nogales,AZ,2/7/2021 8:22,1/1/2019 0:00
Rio Rico,AZ,2/7/2021 8:22,1/1/2019 0:00
Eloy,AZ,2/7/2021 8:22,1/1/2019 0:00
Douglas,AZ,2/7/2021 8:22,1/1/2019 0:00
Somerton,AZ,2/7/2021 8:22,1/1/2019 0:00
New River,AZ,2/7/2021 8:22,1/1/2019 0:00
Sierra Vista Southeast,AZ,2/7/2021 8:22,1/1/2019 0:00
Flowing Wells,AZ,2/7/2021 8:22,1/1/2019 0:00
Tanque Verde,AZ,2/7/2021 8:22,1/1/2019 0:00
Fort Mohave,AZ,2/7/2021 8:22,1/1/2019 0:00
Payson,AZ,2/7/2021 8:22,1/1/2019 0:00
Sun Lakes,AZ,2/7/2021 8:22,1/1/2019 0:00
Paradise Valley,AZ,2/7/2021 8:22,1/1/2019 0:00
New Kingman-Butler,AZ,2/7/2021 8:22,1/1/2019 0:00
Vail,AZ,2/7/2021 8:22,1/1/2019 0:00
Verde Village,AZ,2/7/2021 8:22,1/1/2019 0:00
Coolidge,AZ,2/7/2021 8:22,1/1/2019 0:00
Tucson Estates,AZ,2/7/2021 8:22,1/1/2019 0:00
Cottonwood city,AZ,2/7/2021 8:22,1/1/2019 0:00
Valencia West,AZ,2/7/2021 8:22,1/1/2019 0:00
Chino Valley,AZ,2/7/2021 8:22,1/1/2019 0:00
Gold Canyon,AZ,2/7/2021 8:22,1/1/2019 0:00
Arizona City,AZ,2/7/2021 8:22,1/1/2019 0:00
Camp Verde,AZ,2/7/2021 8:22,1/1/2019 0:00
Show Low,AZ,2/7/2021 8:22,1/1/2019 0:00
Saddlebrooke,AZ,2/7/2021 8:22,1/1/2019 0:00
Sedona,AZ,2/7/2021 8:22,1/1/2019 0:00
Safford,AZ,2/7/2021 8:22,1/1/2019 0:00
Picture Rocks,AZ,2/7/2021 8:22,1/1/2019 0:00
Winslow,AZ,2/7/2021 8:22,1/1/2019 0:00
Golden Valley,AZ,2/7/2021 8:22,1/1/2019 0:00
Tuba,AZ,2/7/2021 8:35,1/1/2019 0:00
Corona de Tucson,AZ,2/7/2021 8:35,1/1/2019 0:00
Catalina,AZ,2/7/2021 8:35,1/1/2019 0:00
Page,AZ,2/7/2021 8:35,1/1/2019 0:00
Wickenburg,AZ,2/7/2021 8:35,1/1/2019 0:00
Globe,AZ,2/7/2021 8:35,1/1/2019 0:00
Tolleson,AZ,2/7/2021 8:35,1/1/2019 0:00
Youngtown,AZ,2/7/2021 8:35,1/1/2019 0:00
Guadalupe,AZ,2/7/2021 8:35,1/1/2019 0:00
Village of Oak Creek,AZ,2/7/2021 8:35,1/1/2019 0:00
Avra Valley,AZ,2/7/2021 8:35,1/1/2019 0:00
Litchfield Park,AZ,2/7/2021 8:35,1/1/2019 0:00
Snowflake,AZ,2/7/2021 8:35,1/1/2019 0:00
Cave Creek,AZ,2/7/2021 8:35,1/1/2019 0:00
South Tucson,AZ,2/7/2021 8:35,1/1/2019 0:00
Citrus Park,AZ,2/7/2021 8:38,1/1/2019 0:00
Williamson,AZ,2/7/2021 8:38,1/1/2019 0:00
Rincon Valley,AZ,2/7/2021 8:38,1/1/2019 0:00
Bisbee,AZ,2/7/2021 8:38,1/1/2019 0:00
Paulden,AZ,2/7/2021 8:38,1/1/2019 0:00
Thatcher,AZ,2/7/2021 8:38,1/1/2019 0:00
Holbrook,AZ,2/7/2021 8:38,1/1/2019 0:00
Doney Park,AZ,2/7/2021 8:38,1/1/2019 0:00
Los Angeles,CA,2/5/2021 7:30,1/1/2019 0:00
San Diego,CA,2/5/2021 7:30,1/1/2019 0:00
San Jose,CA,2/5/2021 7:30,1/1/2019 0:00
San Francisco,CA,2/5/2021 7:30,1/1/2019 0:00
Fresno,CA,2/5/2021 7:30,1/1/2019 0:00
Sacramento,CA,2/5/2021 7:30,1/1/2019 0:00
Long Beach,CA,2/5/2021 7:30,1/1/2019 0:00
Oakland,CA,2/5/2021 7:30,1/1/2019 0:00
Bakersfield,CA,2/5/2021 7:30,1/1/2019 0:00
Anaheim,CA,2/5/2021 7:30,1/1/2019 0:00
Santa Ana,CA,2/5/2021 7:30,1/1/2019 0:00
Riverside,CA,2/5/2021 7:30,1/1/2019 0:00
Stockton,CA,2/5/2021 7:30,1/1/2019 0:00
Irvine,CA,2/5/2021 7:30,1/1/2019 0:00
Chula Vista,CA,2/5/2021 7:30,1/1/2019 0:00
Fremont,CA,2/5/2021 7:30,1/1/2019 0:00
San Bernardino,CA,2/5/2021 7:30,1/1/2019 0:00
Santa Clarita,CA,2/5/2021 7:30,1/1/2019 0:00
Modesto,CA,2/5/2021 7:30,1/1/2019 0:00
Fontana,CA,2/5/2021 7:30,1/1/2019 0:00
Oxnard,CA,2/5/2021 7:30,1/1/2019 0:00
Moreno Valley,CA,2/5/2021 7:30,1/1/2019 0:00
Huntington Beach,CA,2/5/2021 7:30,1/1/2019 0:00
Glendale,CA,2/5/2021 7:30,1/1/2019 0:00
Santa Rosa,CA,2/5/2021 7:30,1/1/2019 0:00
Ontario,CA,2/5/2021 7:30,1/1/2019 0:00
Rancho Cucamonga,CA,2/5/2021 7:30,1/1/2019 0:00
Oceanside,CA,2/5/2021 7:30,1/1/2019 0:00
Garden Grove,CA,2/5/2021 7:30,1/1/2019 0:00
Elk Grove,CA,2/5/2021 7:30,1/1/2019 0:00
Corona,CA,2/5/2021 7:30,1/1/2019 0:00
Hayward,CA,2/5/2021 7:30,1/1/2019 0:00
Lancaster,CA,2/5/2021 7:30,1/1/2019 0:00
Palmdale,CA,2/5/2021 7:30,1/1/2019 0:00
Salinas,CA,2/5/2021 7:30,1/1/2019 0:00
Sunnyvale,CA,2/5/2021 7:30,1/1/2019 0:00
Pomona,CA,2/5/2021 7:30,1/1/2019 0:00
Escondido,CA,2/5/2021 7:30,1/1/2019 0:00
Torrance,CA,2/5/2021 7:30,1/1/2019 0:00
Pasadena,CA,2/5/2021 7:30,1/1/2019 0:00
Orange,CA,2/5/2021 7:30,1/1/2019 0:00
Fullerton,CA,2/5/2021 7:30,1/1/2019 0:00
Roseville,CA,2/5/2021 7:30,1/1/2019 0:00
Visalia,CA,2/5/2021 7:30,1/1/2019 0:00
Concord,CA,2/5/2021 7:30,1/1/2019 0:00
Thousand Oaks,CA,2/5/2021 7:30,1/1/2019 0:00
Santa Clara,CA,2/5/2021 7:30,1/1/2019 0:00
Simi Valley,CA,2/5/2021 7:30,1/1/2019 0:00
Victorville,CA,2/5/2021 7:30,1/1/2019 0:00
Berkeley,CA,2/5/2021 7:30,1/1/2019 0:00
Vallejo,CA,2/5/2021 7:30,1/1/2019 0:00
East Los Angeles,CA,2/5/2021 7:30,1/1/2019 0:00
El Monte,CA,2/5/2021 7:30,1/1/2019 0:00
Fairfield,CA,2/5/2021 7:30,1/1/2019 0:00
Carlsbad,CA,2/5/2021 7:30,1/1/2019 0:00
Temecula,CA,2/5/2021 7:30,1/1/2019 0:00
Costa Mesa,CA,2/5/2021 7:30,1/1/2019 0:00
Murrieta,CA,2/5/2021 7:30,1/1/2019 0:00
Downey,CA,2/5/2021 7:30,1/1/2019 0:00
Antioch,CA,2/5/2021 7:30,1/1/2019 0:00
San Buenaventura (Ventura),CA,2/5/2021 7:30,1/1/2019 0:00
Richmond,CA,2/5/2021 7:30,1/1/2019 0:00
Inglewood,CA,2/5/2021 7:30,1/1/2019 0:00
Clovis,CA,2/5/2021 7:30,1/1/2019 0:00
Daly City,CA,2/5/2021 7:30,1/1/2019 0:00
West Covina,CA,2/5/2021 7:30,1/1/2019 0:00
Santa Maria,CA,2/5/2021 7:30,1/1/2019 0:00
Jurupa Valley,CA,2/5/2021 7:30,1/1/2019 0:00
Norwalk,CA,2/5/2021 7:30,1/1/2019 0:00
San Mateo,CA,2/5/2021 7:30,1/1/2019 0:00
Burbank,CA,2/5/2021 7:30,1/1/2019 0:00
El Cajon,CA,2/5/2021 7:30,1/1/2019 0:00
Rialto,CA,2/5/2021 7:30,1/1/2019 0:00
Arden-Arcade,CA,2/5/2021 7:30,1/1/2019 0:00
Vista,CA,2/5/2021 7:30,1/1/2019 0:00
Vacaville,CA,2/5/2021 7:30,1/1/2019 0:00
Compton,CA,2/5/2021 7:30,1/1/2019 0:00
Mission Viejo,CA,2/5/2021 7:30,1/1/2019 0:00
San Marcos,CA,2/5/2021 7:30,1/1/2019 0:00
South Gate,CA,2/5/2021 7:30,1/1/2019 0:00
Chico,CA,2/5/2021 7:30,1/1/2019 0:00
Hesperia,CA,2/5/2021 7:30,1/1/2019 0:00
Carson,CA,2/5/2021 7:30,1/1/2019 0:00
Redding,CA,2/5/2021 7:30,1/1/2019 0:00
Santa Monica,CA,2/5/2021 7:30,1/1/2019 0:00
Santa Barbara,CA,2/5/2021 7:30,1/1/2019 0:00
Westminster,CA,2/5/2021 7:30,1/1/2019 0:00
Tracy,CA,2/5/2021 7:30,1/1/2019 0:00
Menifee,CA,2/5/2021 7:30,1/1/2019 0:00
San Leandro,CA,2/5/2021 7:30,1/1/2019 0:00
Livermore,CA,2/5/2021 7:30,1/1/2019 0:00
Chino,CA,2/5/2021 7:30,1/1/2019 0:00
Indio,CA,2/5/2021 7:30,1/1/2019 0:00
Citrus Heights,CA,2/5/2021 7:30,1/1/2019 0:00
Hawthorne,CA,2/5/2021 7:30,1/1/2019 0:00
Whittier,CA,2/5/2021 7:30,1/1/2019 0:00
Redwood City,CA,2/5/2021 7:30,1/1/2019 0:00
Newport Beach,CA,2/5/2021 7:30,1/1/2019 0:00
Alhambra,CA,2/5/2021 7:30,1/1/2019 0:00
Hemet,CA,2/5/2021 7:30,1/1/2019 0:00
Lake Forest,CA,2/5/2021 7:30,1/1/2019 0:00
Merced,CA,2/5/2021 7:30,1/1/2019 0:00
Buena Park,CA,2/5/2021 7:30,1/1/2019 0:00
Pleasanton,CA,2/5/2021 7:30,1/1/2019 0:00
Mountain View,CA,2/5/2021 7:43,1/1/2019 0:00
Chino Hills,CA,2/5/2021 7:43,1/1/2019 0:00
Lakewood,CA,2/5/2021 7:43,1/1/2019 0:00
Tustin,CA,2/5/2021 7:43,1/1/2019 0:00
Milpitas,CA,2/5/2021 7:43,1/1/2019 0:00
Manteca,CA,2/5/2021 7:43,1/1/2019 0:00
Napa,CA,2/5/2021 7:43,1/1/2019 0:00
Alameda,CA,2/5/2021 7:43,1/1/2019 0:00
Folsom,CA,2/5/2021 7:43,1/1/2019 0:00
Perris,CA,2/5/2021 7:43,1/1/2019 0:00
Bellflower,CA,2/5/2021 7:43,1/1/2019 0:00
Upland,CA,2/5/2021 7:43,1/1/2019 0:00
Baldwin Park,CA,2/5/2021 7:43,1/1/2019 0:00
San Ramon,CA,2/5/2021 7:43,1/1/2019 0:00
Union City,CA,2/5/2021 7:43,1/1/2019 0:00
Rancho Cordova,CA,2/5/2021 7:43,1/1/2019 0:00
Turlock,CA,2/5/2021 7:43,1/1/2019 0:00
Apple Valley,CA,2/5/2021 7:43,1/1/2019 0:00
Pittsburg,CA,2/5/2021 7:43,1/1/2019 0:00
Redlands,CA,2/5/2021 7:43,1/1/2019 0:00
Lynwood,CA,2/5/2021 7:43,1/1/2019 0:00
Walnut Creek,CA,2/5/2021 7:43,1/1/2019 0:00
Davis,CA,2/5/2021 7:43,1/1/2019 0:00
Camarillo,CA,2/5/2021 7:43,1/1/2019 0:00
Yorba Linda,CA,2/5/2021 7:43,1/1/2019 0:00
Redondo Beach,CA,2/5/2021 7:43,1/1/2019 0:00
South San Francisco,CA,2/5/2021 7:43,1/1/2019 0:00
Palo Alto,CA,2/5/2021 7:43,1/1/2019 0:00
Yuba City,CA,2/5/2021 7:43,1/1/2019 0:00
Lodi,CA,2/5/2021 7:43,1/1/2019 0:00
Lake Elsinore,CA,2/5/2021 7:43,1/1/2019 0:00
Laguna Niguel,CA,2/5/2021 7:43,1/1/2019 0:00
Florence-Graham,CA,2/5/2021 7:43,1/1/2019 0:00
San Clemente,CA,2/5/2021 7:43,1/1/2019 0:00
Rocklin,CA,2/5/2021 7:43,1/1/2019 0:00
Madera,CA,2/5/2021 7:43,1/1/2019 0:00
Santa Cruz,CA,2/5/2021 7:43,1/1/2019 0:00
Carmichael,CA,2/5/2021 7:43,1/1/2019 0:00
Tulare,CA,2/5/2021 7:43,1/1/2019 0:00
Castro Valley,CA,2/5/2021 7:43,1/1/2019 0:00
Pico Rivera,CA,2/5/2021 7:43,1/1/2019 0:00
Encinitas,CA,2/5/2021 7:43,1/1/2019 0:00
Montebello,CA,2/5/2021 7:43,1/1/2019 0:00
